,SK_ID_CURR,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,CREDIT_TERM,CREDIT_INCOME_PERCENT,PREV_APPL_MEAN_INSTALL_MEAN_AMT_PAYMENT,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,DAYS_BIRTH,DAYS_EMPLOYED,PREV_BUR_MEAN_AMT_CREDIT_SUM_DEBT,DAYS_EMPLOYED_PERCENT,ANNUITY_INCOME_PERCENT,CNT_CHILDREN,TARGET
0,100017,0.5183177172283882,0.6630488969531542,0.8593802672634339,0.0924730427697069,0.0481196091792464,0.0057318019454136,0.0017042197712575,0.2180943820224719,0.1066690066690066,0.1638608305274971,0.3718714768883878,0.8309513175524788,0.0242237225405062,0.7050468927649631,0.0685148501254332,0.0526315789473684,0.0
1,100025,0.4462924708519819,0.2734116834250946,0.6051687321461848,0.1083673306618518,0.0659508292679843,0.0159406676434375,0.0015118699099417,0.2715539325842696,0.1401895401895401,0.2210998877665544,0.4129650507328072,0.907771326485038,0.0663965720613205,0.8469993851517231,0.0987689673259951,0.0526315789473684,0.0
2,100029,0.5183177172283882,0.919508314874598,0.6310350591047679,0.2858103834229422,0.0215800992972397,0.0135357148555289,0.0009348203259945,0.0505617977528089,0.0432432432432432,0.0516273849607182,0.2140360766629087,0.9583519428316212,0.0516623502716821,0.9093049529481442,0.0500474820351188,0.1052631578947368,0.0
3,100034,0.2988482370375007,0.5880458483934601,0.5971631093494884,0.2728432899384548,0.023547084601795,0.0124462809791634,0.000550120603363,0.0337078651685393,0.0287995787995788,0.0347923681257014,0.1607666290868095,0.9436132201875838,0.0252119734414478,0.8659880197805092,0.0531929055839888,0.0,0.0
4,100049,0.4784602215070866,0.7885420537047343,0.445735619120792,0.3342217877637876,0.025196991875256,0.0020252684133367,0.0009348203259945,0.0608921348314606,0.0571077571077571,0.0493827160493827,0.3322998872604285,0.7991849039749889,0.0262819901470752,0.6312438273306411,0.0640863781006966,0.0,1.0
5,100052,0.5183177172283882,0.6263654254697099,0.5971631093494884,0.2728432899384548,0.023547084601795,0.002861523431436,0.000550120603363,0.0337078651685393,0.0287995787995788,0.0347923681257014,0.0273393461104847,0.9500334970969184,0.0252119734414478,0.8459961447392726,0.0531929055839888,0.0526315789473684,0.0
6,100062,0.5183177172283882,0.7752808971667872,0.8235700106601701,0.2543459383194874,0.0982925261748976,0.0316709204243998,0.0004731806588367,0.1573033707865168,0.1203404703404703,0.1582491582491582,0.6269447576099211,0.9079946404644932,0.0242237225405062,0.8370868980106674,0.2136035829915182,0.0,0.0
7,100064,0.5183177172283882,0.7283140282001825,0.1886150792676761,0.2873836780321992,0.0521738019301715,0.0008148320614841,0.0003577707420472,0.063352808988764,0.0536855036855036,0.0404040404040404,0.7966178128523113,0.9079946404644932,0.0252901856544739,0.8370868980106674,0.121361519897351,0.0,0.0
8,100071,0.5183177172283882,0.667446259479834,0.7779267717444712,0.2950961555482165,0.1090445595959232,0.0146919607490417,0.001319520048626,0.4042415730337078,0.332958932958933,0.3860830527497194,0.7120631341600901,0.8634435015631978,0.0242237225405062,0.8332016767515886,0.2575254836675699,0.0,0.0
9,100077,0.2871088204506939,0.7571322277280421,0.6270735086641673,0.1005083678709761,0.0823206055019083,0.013334349411557,0.001319520048626,0.3024719101123595,0.1522639522639522,0.2143658810325476,0.2570462232243518,0.9676753014738724,0.0256651805017213,0.9340655560065864,0.120299717315176,0.0,0.0
10,100083,0.2702155609637389,0.8270486291656751,0.6663059360137404,0.200520493763728,0.0653530481804132,0.0034829505480405,0.0006655305201524,0.1319921348314606,0.088996138996139,0.1054994388327721,0.4462795941375422,0.9502009825815096,0.0438510599796338,0.9205562474948566,0.125743942488653,0.0,0.0
11,100108,0.5183177172283882,0.8849921234544053,0.7156378227951617,0.3451967079295771,0.0375603020136166,0.0100827575547226,0.0012425801040997,0.1248539325842696,0.1157248157248157,0.1021324354657687,0.2982525366403608,0.9210026797677536,0.0246806272675393,0.8480816009899903,0.0974280547792918,0.1578947368421052,0.0
12,100114,0.4020105786754646,0.1812129439679713,0.2953963125305234,0.5606792626596172,0.0248059551967104,0.0023207469841095,0.0009348203259945,0.0597752808988764,0.0818357318357318,0.0460157126823793,0.1829199549041713,0.9613108530594016,0.0244787572629216,0.9114157663164628,0.0891253712100624,0.0,0.0
13,100119,0.5183177172283882,0.5851046266367199,0.0859551133558099,0.2728432899384548,0.0392829670382377,0.0030600116963614,0.0002423608252578,0.0337078651685393,0.0287995787995788,0.0347923681257014,0.2059188275084554,0.8649508709245199,0.0253565727875165,0.7021089171344395,0.0887344146107678,0.0,0.0
